42.5,0.0037422
42.501,0.0037573
42.502,0.0037725
42.503,0.0037878
42.504,0.0038032
42.505,0.0038186
42.506,0.0038341
42.507,0.0038497
42.508,0.0038653
42.509,0.0038811
42.51,0.0038969
42.511,0.0039128
42.512,0.0039288
42.513,0.0039449
42.514,0.003961
42.515,0.0039772
42.516,0.0039935
42.517,0.0040099
42.518,0.0040263
42.519,0.0040428
42.52,0.0040594
42.521,0.0040761
42.522,0.0040929
42.523,0.0041097
42.524,0.0041266
42.525,0.0041436
42.526,0.0041607
42.527,0.0041779
42.528,0.0041951
42.529,0.0042124
42.53,0.0042298
42.531,0.0042473
42.532,0.0042649
42.533,0.0042826
42.534,0.0043003
42.535,0.0043181
42.536,0.004336
42.537,0.004354
42.538,0.0043721
42.539,0.0043903
42.54,0.0044086
42.541,0.004427
42.542,0.0044454
42.543,0.004464
42.544,0.0044826
42.545,0.0045014
42.546,0.0045202
42.547,0.0045392
42.548,0.0045582
42.549,0.0045774
42.55,0.0045966
42.551,0.004616
42.552,0.0046355
42.553,0.004655
42.554,0.0046747
42.555,0.0046945
42.556,0.0047144
42.557,0.0047344
42.558,0.0047545
42.559,0.0047748
42.56,0.0047951
42.561,0.0048156
42.562,0.0048362
42.563,0.0048569
42.564,0.0048777
42.565,0.0048987
42.566,0.0049197
42.567,0.0049409
42.568,0.0049623
42.569,0.0049837
42.57,0.0050053
42.571,0.005027
42.572,0.0050489
42.573,0.0050708
42.574,0.0050929
42.575,0.0051152
42.576,0.0051376
42.577,0.0051601
42.578,0.0051827
42.579,0.0052055
42.58,0.0052285
42.581,0.0052516
42.582,0.0052748
42.583,0.0052982
42.584,0.0053217
42.585,0.0053453
42.586,0.0053692
42.587,0.0053931
42.588,0.0054172
42.589,0.0054415
42.59,0.0054659
42.591,0.0054905
42.592,0.0055152
42.593,0.0055401
42.594,0.0055652
42.595,0.0055904
42.596,0.0056158
42.597,0.0056413
42.598,0.005667
42.599,0.0056929
42.6,0.0057189
42.601,0.0057451
42.602,0.0057715
42.603,0.0057981
42.604,0.0058248
42.605,0.0058517
42.606,0.0058788
42.607,0.005906
42.608,0.0059335
42.609,0.0059611
42.61,0.0059889
42.611,0.0060168
42.612,0.006045
42.613,0.0060734
42.614,0.0061019
42.615,0.0061307
42.616,0.0061596
42.617,0.0061887
42.618,0.006218
42.619,0.0062475
42.62,0.0062772
42.621,0.0063072
42.622,0.0063373
42.623,0.0063676
42.624,0.0063981
42.625,0.0064289
42.626,0.0064598
42.627,0.0064909
42.628,0.0065223
42.629,0.0065539
42.63,0.0065857
42.631,0.0066177
42.632,0.00665
42.633,0.0066824
42.634,0.0067151
42.635,0.006748
42.636,0.0067812
42.637,0.0068145
42.638,0.0068481
42.639,0.006882
42.64,0.0069161
42.641,0.0069504
42.642,0.0069849
42.643,0.0070197
42.644,0.0070548
42.645,0.0070901
42.646,0.0071256
42.647,0.0071614
42.648,0.0071975
42.649,0.0072338
42.65,0.0072703
42.651,0.0073072
42.652,0.0073443
42.653,0.0073816
42.654,0.0074193
42.655,0.0074572
42.656,0.0074953
42.657,0.0075338
42.658,0.0075725
42.659,0.0076115
42.66,0.0076508
42.661,0.0076904
42.662,0.0077303
42.663,0.0077705
42.664,0.0078109
42.665,0.0078517
42.666,0.0078927
42.667,0.0079341
42.668,0.0079758
42.669,0.0080178
42.67,0.0080601
42.671,0.0081027
42.672,0.0081456
42.673,0.0081888
42.674,0.0082324
42.675,0.0082763
42.676,0.0083206
42.677,0.0083651
42.678,0.00841
