18,0.000988
18.01,0.0010534
18.02,0.0011222
18.03,0.0011979
18.04,0.0012853
18.05,0.0013902
18.06,0.0015184
18.07,0.001675
18.08,0.0018643
18.09,0.0020892
18.1,0.0023511
18.11,0.0026497
18.12,0.0029834
18.13,0.0033495
18.14,0.003744
18.15,0.004162
18.16,0.0045982
18.17,0.0050464
18.18,0.0055005
18.19,0.0059538
18.2,0.0063998
18.21,0.006832
18.22,0.0072439
18.23,0.0076296
18.24,0.0079833
18.25,0.0082998
18.26,0.0085744
18.27,0.0088031
18.28,0.0089826
18.29,0.0091102
18.3,0.0091841
18.31,0.0092034
18.32,0.0091678
18.33,0.0090781
18.34,0.0089357
18.35,0.008743
18.36,0.008503
18.37,0.0082195
18.38,0.007897
18.39,0.0075406
18.4,0.0071558
18.41,0.0067487
18.42,0.0063256
18.43,0.0058931
18.44,0.0054581
18.45,0.0050272
18.46,0.0046072
18.47,0.0042048
18.48,0.0038261
18.49,0.0034772
18.5,0.0031634
18.51,0.0028899
18.52,0.0026609
18.53,0.00248
18.54,0.0023502
18.55,0.0022737
18.56,0.0022516
18.57,0.0022846
18.58,0.0023722
18.59,0.0025133
18.6,0.0027057
18.61,0.0029469
18.62,0.003233
18.63,0.00356
18.64,0.0039228
18.65,0.0043162
18.66,0.0047341
18.67,0.0051702
18.68,0.0056181
18.69,0.0060708
18.7,0.0065217
18.71,0.0069637
18.72,0.0073904
18.73,0.0077951
18.74,0.0081717
18.75,0.0085146
18.76,0.0088186
18.77,0.0090789
18.78,0.0092918
18.79,0.0094539
18.8,0.0095628
18.81,0.009617
18.82,0.0096155
18.83,0.0095585
18.84,0.0094469
18.85,0.0092825
18.86,0.0090677
18.87,0.0088061
18.88,0.0085016
18.89,0.0081589
18.9,0.0077835
18.91,0.0073812
18.92,0.0069582
18.93,0.0065212
18.94,0.0060769
18.95,0.0056324
18.96,0.0051945
18.97,0.0047703
18.98,0.0043664
18.99,0.0039891
19,0.0036445
19.01,0.0033382
19.02,0.003075
19.03,0.0028592
19.04,0.0026945
19.05,0.0025836
19.06,0.0025285
19.07,0.0025303
19.08,0.0025894
19.09,0.0027052
19.1,0.0028761
19.11,0.0030998
19.12,0.0033733
19.13,0.0036926
19.14,0.0040531
19.15,0.0044496
19.16,0.0048763
19.17,0.0053269
19.18,0.0057947
19.19,0.0062727
19.2,0.006754
19.21,0.0072313
19.22,0.0076974
19.23,0.0081454
19.24,0.0085685
19.25,0.0089605
19.26,0.0093153
19.27,0.0096277
19.28,0.0098929
19.29,0.010107
19.3,0.010267
19.31,0.010369
19.32,0.010414
19.33,0.0104
19.34,0.010326
19.35,0.010196
19.36,0.010009
19.37,0.0097707
19.38,0.009483
19.39,0.0091509
19.4,0.0087796
19.41,0.008375
19.42,0.0079434
19.43,0.0074914
19.44,0.0070264
19.45,0.0065557
19.46,0.0060867
19.47,0.0056269
19.48,0.0051837
19.49,0.0047643
19.5,0.0043756
19.51,0.0040238
19.52,0.003715
19.53,0.0034543
19.54,0.0032463
19.55,0.0030947
19.56,0.0030025
19.57,0.0029716
19.58,0.0030032
19.59,0.0030975
19.6,0.0032537
19.61,0.0034699
19.62,0.0037437
19.63,0.0040714
19.64,0.0044486
19.65,0.0048703
19.66,0.0053305
19.67,0.0058228
19.68,0.0063403
19.69,0.0068755
19.7,0.0074207
19.71,0.0079681
19.72,0.0085096
19.73,0.0090375
19.74,0.0095438
19.75,0.010021
19.76,0.010463
19.77,0.010862
19.78,0.011212
